"","Strain Name","Virus Species","GenBank Accession","Sequence Length","Pango Genome Lineage","Collection Date","Host","GenBank Host","Country","Mol Type","Segment","Protein Name","seq_length","seq_coverage","cov_categories","Continent","Continent_Region"
"639","S9_ARDwcx_SN_DI_1998","Rift Valley fever phlebovirus","JN995271","601","-N/A-","1998","Mosquito","Culex poicilipes","Senegal","viral cRNA","-N/A-","non-structural protein",601,0.0500833333333333,"0-50%","Africa","Western Africa"
"640","KEN/Bar-032/07","Rift Valley fever phlebovirus","HM586979","1691","-N/A-","02/03/2007","Unknown","-N/A-","Kenya","genomic RNA","S","non-structural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"641","S29_ARMcx_MR_AA_1998","Rift Valley fever phlebovirus","JN995273","601","-N/A-","1998","Mosquito","Culex poicilipes","Mauritania","viral cRNA","-N/A-","non-structural protein",601,0.0500833333333333,"0-50%","Africa","Western Africa"
"642","OS-9","Rift Valley fever phlebovirus","DQ375397","6404","-N/A-","1987","Unknown","-N/A-","Mauritania","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Western Africa"
"643","Kenya 57 (Rintoul)","Rift Valley fever phlebovirus","DQ380155","1691","-N/A-","1951","Sheep","ovine","Kenya","genomic RNA","S","non-structural protein, nucleocapsid",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"644","2007000324","Rift Valley fever phlebovirus","JF326195","3885","-N/A-","02/2007","Human","Homo sapiens","Tanzania","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Southern Africa"
"645","FLI_MR202/13_S","Rift Valley fever phlebovirus","KX503062","371","-N/A-","03/21/2013","Cattle","cattle","Mauritania","genomic RNA","S","nucleocapsid protein",371,0.0309166666666667,"0-50%","Africa","Western Africa"
"646","FI-152","Rift Valley fever phlebovirus","GU135844","627","-N/A-","12/20/2008","Mosquito","Culex antennatus","Madagascar","genomic RNA","S","nonstructural protein",627,0.05225,"0-50%","Africa","Eastern Africa"
"647","2007001809","Rift Valley fever phlebovirus","EU574041","3885","-N/A-","12/01/2006","Goat","caprine","Kenya","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Eastern Africa"
"648","2007001443","Rift Valley fever phlebovirus","EU574073","1691","-N/A-","01/31/2007","Cattle","bovine","Kenya","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"649","HD21955","Rift Valley fever phlebovirus","HM587123","490","-N/A-","1975","Human","Homo sapiens","Senegal","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Western Africa"
"650","M25_ANM_MR_HG_1998","Rift Valley fever phlebovirus","JN995316","718","-N/A-","1998","Sheep","sheep","Mauritania","viral cRNA","-N/A-","glycoprotein",718,0.0598333333333333,"0-50%","Africa","Western Africa"
"651","TAN/Tan-001/07","Rift Valley fever phlebovirus","HM586959","6404","-N/A-","02/08/2007","Human","Homo sapiens","Tanzania","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"652","S298_ARMcx_MR_GI_2003","Rift Valley fever phlebovirus","JN995289","601","-N/A-","2003","Mosquito","Culex poicilipes","Mauritania","viral cRNA","-N/A-","non-structural protein",601,0.0500833333333333,"0-50%","Africa","Western Africa"
"653","ArD38661SEN81","Rift Valley fever phlebovirus","EU312117","1691","-N/A-","1981","Mosquito","Aedes dalzieli (mosquito)","Senegal","genomic RNA","S","NP, NSs",1691,0.140916666666667,"0-50%","Africa","Western Africa"
"654","2007001811","Rift Valley fever phlebovirus","EU574014","6404","-N/A-","12/01/2006","Goat","caprine","Kenya","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Eastern Africa"
"655","2007002820","Rift Valley fever phlebovirus","EU574061","1691","-N/A-","02/09/2007","Buffalo","Syncerus caffer (buffalo)","Kenya","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"656","FLI_MR202/13_M","Rift Valley fever phlebovirus","KX503063","405","-N/A-","03/21/2013","Cattle","cattle","Mauritania","genomic RNA","M","glycoprotein",405,0.03375,"0-50%","Africa","Western Africa"
"657","0846-08","Rift Valley fever phlebovirus","GQ443192","564","-N/A-","03/23/2008","Human","Homo sapiens","Madagascar","genomic RNA","L","polymerase",564,0.047,"0-50%","Africa","Eastern Africa"
"658","2007000094","Rift Valley fever phlebovirus","EU574055","3885","-N/A-","01/12/2007","Cattle","bovine","Kenya","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Eastern Africa"
"659","2007000224","Rift Valley fever phlebovirus","EU574052","3885","-N/A-","01/16/2007","Cattle","bovine","Kenya","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Eastern Africa"
"660","0428-08","Rift Valley fever phlebovirus","GQ443222","756","-N/A-","02/15/2008","Human","Homo sapiens","Madagascar","genomic RNA","M","glycoprotein G2",756,0.063,"0-50%","Africa","Eastern Africa"
"661","M3_HM_MR_KI_2003","Rift Valley fever phlebovirus","JN995330","718","-N/A-","2003","Human","Homo sapiens","Mauritania","viral cRNA","-N/A-","glycoprotein",718,0.0598333333333333,"0-50%","Africa","Western Africa"
"662","227601","Rift Valley fever phlebovirus","KF648859","581","-N/A-","11/02/2012","Human","Homo sapiens","Mauritania","genomic RNA","S","nonstructural protein",581,0.0484166666666667,"0-50%","Africa","Western Africa"
"663","2007001443","Rift Valley fever phlebovirus","EU574045","3885","-N/A-","01/31/2007","Cattle","bovine","Kenya","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Eastern Africa"
"664","SPU152RSA08","Rift Valley fever phlebovirus","EU709748","1691","-N/A-","2008","Human","Homo sapiens","South Africa","genomic RNA","S","non-structural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Southern Africa"
"665","B1143KEN77","Rift Valley fever phlebovirus","EU312119","1691","-N/A-","1977","Unknown","-N/A-","Kenya","genomic RNA","S","NP, NSs",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"666","2007000222","Rift Valley fever phlebovirus","EU574085","1691","-N/A-","01/16/2007","Cattle","bovine","Kenya","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"667","2007000665","Rift Valley fever phlebovirus","EU574076","1690","-N/A-","01/26/2007","Cattle","bovine","Kenya","genomic RNA","S","nonstructural protein, nucleocapsid protein",1690,0.140833333333333,"0-50%","Africa","Eastern Africa"
"668","2007003644","Rift Valley fever phlebovirus","EU574059","1691","-N/A-","02/07/2007","Sheep","ovine","Kenya","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"669","0851-08","Rift Valley fever phlebovirus","GQ443148","627","-N/A-","03/23/2008","Human","Homo sapiens","Madagascar","genomic RNA","S","nonstructural protein",627,0.05225,"0-50%","Africa","Eastern Africa"
"670","2007000080","Rift Valley fever phlebovirus","EU574030","6404","-N/A-","01/12/2007","Cattle","bovine","Kenya","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Eastern Africa"
"671","0895-08","Rift Valley fever phlebovirus","GQ443161","627","-N/A-","03/26/2008","Human","Homo sapiens","Madagascar","genomic RNA","S","nonstructural protein",627,0.05225,"0-50%","Africa","Eastern Africa"
"672","2007001811","Rift Valley fever phlebovirus","EU574040","3885","-N/A-","12/01/2006","Goat","caprine","Kenya","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Eastern Africa"
"673","M7_HM_MR_LA_2003","Rift Valley fever phlebovirus","JN995334","718","-N/A-","2003","Human","Homo sapiens","Mauritania","viral cRNA","-N/A-","glycoprotein",718,0.0598333333333333,"0-50%","Africa","Western Africa"
"674","S8_HM_MR_ML_2003","Rift Valley fever phlebovirus","JN995288","601","-N/A-","2003","Human","Homo sapiens","Mauritania","viral cRNA","-N/A-","non-structural protein",601,0.0500833333333333,"0-50%","Africa","Western Africa"
"675","SPU2/98/1","Rift Valley fever phlebovirus","HM587053","490","-N/A-","1998","Human","Homo sapiens","Kenya","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Eastern Africa"
"676","KEN/Bar-035/07","Rift Valley fever phlebovirus","HM586958","6404","-N/A-","01/30/2007","Human","Homo sapiens","Kenya","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Eastern Africa"
"677","Kakamas","Rift Valley fever phlebovirus","JQ068142","1691","-N/A-","10/2009","Sheep","sheep","South Africa","viral cRNA","S","non-structural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Southern Africa"
"678","VRL763/70","Rift Valley fever phlebovirus","HM587111","490","-N/A-","1970","Cow","bovine fetus","Zimbabwe","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Southern Africa"
"679","S5_HM_MR_ML_2003","Rift Valley fever phlebovirus","JN995285","601","-N/A-","2003","Human","Homo sapiens","Mauritania","viral cRNA","-N/A-","non-structural protein",601,0.0500833333333333,"0-50%","Africa","Western Africa"
"680","Sudan B-2007","Rift Valley fever phlebovirus","JQ840746","1690","-N/A-","2007","Human","Homo sapiens","Sudan","genomic RNA","S","nonstructural protein, nucleocapsid protein",1690,0.140833333333333,"0-50%","Africa","Eastern Africa"
"681","S209_HM_MR_TG_1987","Rift Valley fever phlebovirus","JN995298","601","-N/A-","1987","Human","Homo sapiens","Mauritania","viral cRNA","-N/A-","non-structural protein",601,0.0500833333333333,"0-50%","Africa","Western Africa"
"682","SA-51 (Van Wyck)","Rift Valley fever phlebovirus","DQ375433","6404","-N/A-","1951","Unknown","-N/A-","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"683","2007000234","Rift Valley fever phlebovirus","JF326191","3885","-N/A-","2007","Human","Homo sapiens","Kenya","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Eastern Africa"
"684","0845-08","Rift Valley fever phlebovirus","GQ443230","756","-N/A-","03/23/2008","Human","Homo sapiens","Madagascar","genomic RNA","M","glycoprotein G2",756,0.063,"0-50%","Africa","Eastern Africa"
"685","M33_ARBkcx_SN_BA_2002","Rift Valley fever phlebovirus","JN995326","718","-N/A-","2002","Mosquito","Culex poicilipes","Senegal","viral cRNA","-N/A-","glycoprotein",718,0.0598333333333333,"0-50%","Africa","Western Africa"
"686","211977","Rift Valley fever phlebovirus","KF717590","680","-N/A-","12/05/2010","Human","Homo sapiens","Mauritania","genomic RNA","M","glycoprotein",680,0.0566666666666667,"0-50%","Africa","Western Africa"
"687","227602","Rift Valley fever phlebovirus","KF648854","680","-N/A-","11/02/2012","Human","Homo sapiens","Mauritania","genomic RNA","M","nonstructural glycoprotein",680,0.0566666666666667,"0-50%","Africa","Western Africa"
"688","AL-55","Rift Valley fever phlebovirus","GU135863","756","-N/A-","04/28/2009","Mosquito","Anopheles squamosus","Madagascar","genomic RNA","M","glycoprotein Gn",756,0.063,"0-50%","Africa","Eastern Africa"
"689","0857-08","Rift Valley fever phlebovirus","GQ443154","627","-N/A-","03/23/2008","Cattle","Bos taurus","Madagascar","genomic RNA","S","nonstructural protein",627,0.05225,"0-50%","Africa","Eastern Africa"
"690","200803168","Rift Valley fever phlebovirus","JF311383","3885","-N/A-","02/2008","Cattle","bovine","Madagascar","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Eastern Africa"
"691","SA482/10","Rift Valley fever phlebovirus","HM587089","490","-N/A-","2010","Human","Homo sapiens","South Africa","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Southern Africa"
"692","ZH-501-777","Rift Valley fever phlebovirus","DQ380202","3885","-N/A-","1977","Unknown","-N/A-","Egypt","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Northern Africa"
"693","VRL1032/78","Rift Valley fever phlebovirus","HM587085","490","-N/A-","1978","Cattle","bovine","Zimbabwe","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Southern Africa"
"694","227603","Rift Valley fever phlebovirus","KF648861","581","-N/A-","11/02/2012","Human","Homo sapiens","Mauritania","genomic RNA","S","nonstructural protein",581,0.0484166666666667,"0-50%","Africa","Western Africa"
"695","0859-08","Rift Valley fever phlebovirus","GQ443202","564","-N/A-","03/24/2008","Cattle","Bos taurus","Madagascar","genomic RNA","L","polymerase",564,0.047,"0-50%","Africa","Eastern Africa"
"696","CAR R1662","Rift Valley fever phlebovirus","HM587086","490","-N/A-","1985","Human","Homo sapiens","Central African Republic","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Western Africa"
"697","0619-08","Rift Valley fever phlebovirus","GQ443224","756","-N/A-","03/09/2008","Human","Homo sapiens","Madagascar","genomic RNA","M","glycoprotein G2",756,0.063,"0-50%","Africa","Eastern Africa"
"698","1627-08","Rift Valley fever phlebovirus","GQ443251","756","-N/A-","04/18/2008","Cattle","Bos taurus","Madagascar","genomic RNA","M","glycoprotein G2",756,0.063,"0-50%","Africa","Eastern Africa"
"699","227608","Rift Valley fever phlebovirus","KF648862","581","-N/A-","11/02/2012","Human","Homo sapiens","Mauritania","genomic RNA","S","nonstructural protein",581,0.0484166666666667,"0-50%","Africa","Western Africa"
"700","200803167","Rift Valley fever phlebovirus","JF311391","1691","-N/A-","02/1991","Cattle","bovine","Madagascar","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"701","AL-53","Rift Valley fever phlebovirus","GU135862","756","-N/A-","04/27/2009","Mosquito","Anopheles squamosus","Madagascar","genomic RNA","M","glycoprotein Gn",756,0.063,"0-50%","Africa","Eastern Africa"
"702","VRL1187/79","Rift Valley fever phlebovirus","HM587056","490","-N/A-","1979","Cattle","bovine","Zimbabwe","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Southern Africa"
"703","2007000608","Rift Valley fever phlebovirus","EU574023","6404","-N/A-","01/29/2007","Cattle","bovine","Kenya","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Eastern Africa"
"704","2007001292","Rift Valley fever phlebovirus","EU574074","1691","-N/A-","01/31/2007","Cattle","bovine","Kenya","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"705","SA71/10","Rift Valley fever phlebovirus","HM587088","490","-N/A-","2010","Human","Homo sapiens","South Africa","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Southern Africa"
"706","CAR R1752","Rift Valley fever phlebovirus","HM587087","490","-N/A-","1986","Human","Homo sapiens","Central African Republic","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Western Africa"
"707","2007000608","Rift Valley fever phlebovirus","EU574079","1691","-N/A-","01/29/2007","Cattle","bovine","Kenya","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"708","2007000618","Rift Valley fever phlebovirus","EU574077","1691","-N/A-","01/29/2007","Cattle","bovine","Kenya","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"709","74HB59","Rift Valley fever phlebovirus","HM587082","490","-N/A-","1974","Human","Homo sapiens","Central African Republic","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Western Africa"
"710","KEN/Gar-008/06","Rift Valley fever phlebovirus","HM586976","1691","-N/A-","12/21/2006","Unknown","-N/A-","Kenya","genomic RNA","S","non-structural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"711","SA54/10","Rift Valley fever phlebovirus","HM587092","490","-N/A-","2010","Human","Homo sapiens","South Africa","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Southern Africa"
"712","VRL1260/78","Rift Valley fever phlebovirus","HM587081","490","-N/A-","1978","Cattle","bovine","Zimbabwe","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Southern Africa"
"713","H1739","Rift Valley fever phlebovirus","HM587110","490","-N/A-","1975","Human","Homo sapiens","South Africa","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Southern Africa"
"714","Sudan 2V-2007","Rift Valley fever phlebovirus","JQ820472","1691","-N/A-","2007","Human","Homo sapiens","Sudan","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"715","2032-08","Rift Valley fever phlebovirus","GQ443215","564","-N/A-","05/25/2008","Human","Homo sapiens","Madagascar","genomic RNA","L","polymerase",564,0.047,"0-50%","Africa","Eastern Africa"
"716","KEN06-ELH131B08","Rift Valley fever phlebovirus","EF467178","3885","-N/A-","12/2006","Mosquito","Aedes ochraceus","Kenya","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Eastern Africa"
"717","2007001602","Rift Valley fever phlebovirus","EU574071","1691","-N/A-","01/30/2007","Cattle","bovine","Kenya","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"718","ArB1976","Rift Valley fever phlebovirus","HM587083","490","-N/A-","1969","Mosquito","Mansonia africana","Central African Republic","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Western Africa"
"719","KEN/Bar-032/07","Rift Valley fever phlebovirus","HM586957","6404","-N/A-","02/03/2007","Human","Homo sapiens","Kenya","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Eastern Africa"
"720","H2 Chad 01","Rift Valley fever phlebovirus","AJ504998","601","-N/A-","-N/A-","Human","Homo sapiens","Chad","mRNA","-N/A-","NSs protein",601,0.0500833333333333,"0-50%","Africa","Western Africa"
