"","Strain Name","Virus Type","Subtype/Genotype (ViPR)","GenBank Accession","Sequence Length","Pango Genome Lineage","Collection Date","Host","GenBank Host","Country","Mol Type","seq_length","seq_coverage","cov_categories","days","date","date2","date4","date5","Continent","Continent_Region"
"714","ZIKV/Homo_Sapiens/NIC/8305_CZB166/2016","Zika virus","Asian","OK054464","10770","-N/A-",2016-08-15,"Human","Homo sapiens","Nicaragua","genomic RNA",10770,0.979090909090909,">90%",2016-08-15,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"715","ZIKV/Homo_Sapiens/NIC/9367_CZB210/2016","Zika virus","Asian","OK054373","10657","-N/A-",2016-08-15,"Human","Homo sapiens","Nicaragua","genomic RNA",10657,0.968818181818182,">90%",2016-08-15,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"716","ZIKV/Homo_Sapiens/NIC/1535_CZH213/2016","Zika virus","Asian","OK054382","10660","-N/A-",2016-08-15,"Human","Homo sapiens","Nicaragua","genomic RNA",10660,0.969090909090909,">90%",2016-08-15,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"717","ZIKV/Homo_Sapiens/NIC/5149_CZB131/2016","Zika virus","Asian","OK054394","10718","-N/A-",2016-08-15,"Human","Homo sapiens","Nicaragua","genomic RNA",10718,0.974363636363636,">90%",2016-08-15,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"718","ZIKV/Homo_Sapiens/NIC/7543_CZB152/2016","Zika virus","Asian","OK054477","10768","-N/A-",2016-08-16,"Human","Homo sapiens","Nicaragua","genomic RNA",10768,0.978909090909091,">90%",2016-08-16,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"719","ZIKV/Homo_sapiens/USA/2016/FL039U","Zika virus","Asian","KX922707","10609","-N/A-",2016-08-17,"Human","Homo sapiens","United States of America","genomic RNA",10609,0.964454545454545,">90%",2016-08-17,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"North America","USA"
"720","Zika virus/H.sapiens-wt/USA/2016/FL-039-URI","Zika virus","Asian","KY014316","10729","-N/A-",2016-08-17,"Human","Homo sapiens","United States of America","genomic RNA",10729,0.975363636363636,">90%",2016-08-17,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"North America","USA"
"721","Zika virus/H.sapiens-wt/DOM/2016/MA-WGS16-031-SER","Zika virus","Asian","KY785434","9442","-N/A-",2016-08-17,"Human","Homo sapiens","Dominican Republic","genomic RNA",9442,0.858363636363636,"50-90%",2016-08-17,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"722","PR/DB-ZIKV657/2016","Zika virus","Asian","MW122421","10272","-N/A-",2016-08-17,"Human","Homo sapiens","Puerto Rico","genomic RNA",10272,0.933818181818182,">90%",2016-08-17,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"723","PR/DB-ZIKV894/2016","Zika virus","Asian","MW122435","10272","-N/A-",2016-08-17,"Human","Homo sapiens","Puerto Rico","genomic RNA",10272,0.933818181818182,">90%",2016-08-17,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"724","FLUR100","Zika virus","Asian","MK269359","10791","-N/A-",2016-08-18,"Human","Homo sapiens","United States of America","genomic RNA",10791,0.981,">90%",2016-08-18,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"North America","USA"
"725","PR/DB-ZIKV523/2016","Zika virus","Asian","MW122406","10272","-N/A-",2016-08-18,"Human","Homo sapiens","Puerto Rico","genomic RNA",10272,0.933818181818182,">90%",2016-08-18,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"726","ZIKV/Homo_Sapiens/NIC/1507_CZH212/2016","Zika virus","Asian","OK054372","10601","-N/A-",2016-08-18,"Human","Homo sapiens","Nicaragua","genomic RNA",10601,0.963727272727273,">90%",2016-08-18,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"727","ZIKV/Homo_Sapiens/NIC/9417_CZB208/2016","Zika virus","Asian","OK054381","10657","-N/A-",2016-08-18,"Human","Homo sapiens","Nicaragua","genomic RNA",10657,0.968818181818182,">90%",2016-08-18,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"728","ZIKV/Homo sapiens/NIC/1659_13A1/2016","Zika virus","Asian","MF434517","10768","-N/A-",2016-08-19,"Human","Homo sapiens","Nicaragua","genomic RNA",10768,0.978909090909091,">90%",2016-08-19,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"729","ZIKV/Homo sapiens/MEX/42-016-F_V0_O/2016","Zika virus","Asian","MH157212","10658","-N/A-",2016-08-19,"Human","Homo sapiens","Mexico","genomic RNA",10658,0.968909090909091,">90%",2016-08-19,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"South America","Mexico"
"730","FLUR076","Zika virus","Asian","MK269356","9706","-N/A-",2016-08-19,"Human","Homo sapiens","United States of America","genomic RNA",9706,0.882363636363636,"50-90%",2016-08-19,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"North America","USA"
"731","PR/DB-ZIKV511/2016","Zika virus","Asian","MW122405","10272","-N/A-",2016-08-19,"Human","Homo sapiens","Puerto Rico","genomic RNA",10272,0.933818181818182,">90%",2016-08-19,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"732","ZIKV/Homo_Sapiens/NIC/6173_CHB3162/2016","Zika virus","Asian","OK054446","10758","-N/A-",2016-08-19,"Human","Homo sapiens","Nicaragua","genomic RNA",10758,0.978,">90%",2016-08-19,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"733","ZIKV/Homo_Sapiens/NIC/5541_CZB124/2016","Zika virus","Asian","OK054472","10777","-N/A-",2016-08-19,"Human","Homo sapiens","Nicaragua","genomic RNA",10777,0.979727272727273,">90%",2016-08-19,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"734","ZIKV/Homo_Sapiens/NIC/8583_CZB198/2016","Zika virus","Asian","OK054420","10757","-N/A-",2016-08-19,"Human","Homo sapiens","Nicaragua","genomic RNA",10757,0.977909090909091,">90%",2016-08-19,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"735","FLSR077","Zika virus","Asian","MK269354","10621","-N/A-",2016-08-20,"Human","Homo sapiens","United States of America","genomic RNA",10621,0.965545454545455,">90%",2016-08-20,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"North America","USA"
"736","ZIKV/Homo_Sapiens/NIC/7083_CHB3155/2016","Zika virus","Asian","OK054408","10770","-N/A-",2016-08-20,"Human","Homo sapiens","Nicaragua","genomic RNA",10770,0.979090909090909,">90%",2016-08-20,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"737","ZIKV/Homo_Sapiens/NIC/6228_CZB222/2016","Zika virus","Asian","OK054478","10746","-N/A-",2016-08-21,"Human","Homo sapiens","Nicaragua","genomic RNA",10746,0.976909090909091,">90%",2016-08-21,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"South America","Rest Central America"
"738","ZIKV/Aedes_aegypti/USA/2016/FL01M","Zika virus","Asian","KX838904","10609","-N/A-",2016-08-22,"Mosquito","Aedes aegypti","United States of America","genomic RNA",10609,0.964454545454545,">90%",2016-08-22,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"North America","USA"
"739","Zika virus/A.aegypti-wt/USA/2016/FL-01-MOS","Zika virus","Asian","KY014324","10786","-N/A-",2016-08-22,"Mosquito","Aedes aegypti","United States of America","genomic RNA",10786,0.980545454545454,">90%",2016-08-22,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"North America","USA"
"740","ZIKV/Homo sapiens/MEX/41-022-F_V0_O/2016","Zika virus","Asian","MH157208","10665","-N/A-",2016-08-22,"Human","Homo sapiens","Mexico","genomic RNA",10665,0.969545454545455,">90%",2016-08-22,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"South America","Mexico"
"741","Zika virus/H.sapiens-wt/USA/2016/FLUR013","Zika virus","Asian","KY325472","10783","-N/A-",2016-08-23,"Human","Homo sapiens","United States of America","genomic RNA",10783,0.980272727272727,">90%",2016-08-23,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"North America","USA"
"742","ZIKV/Aedes_aegypti/USA/2016/FL03M","Zika virus","Asian","KX838906","10617","-N/A-",2016-08-23,"Mosquito","Aedes aegypti","United States of America","genomic RNA",10617,0.965181818181818,">90%",2016-08-23,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"North America","USA"
"743","ZIKV/Aedes_aegypti/USA/2016/FL02M","Zika virus","Asian","KX838905","10608","-N/A-",2016-08-23,"Mosquito","Aedes aegypti","United States of America","genomic RNA",10608,0.964363636363636,">90%",2016-08-23,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"North America","USA"
"744","Zika virus/A.aegypti-wt/USA/2016/FL-02-MOS","Zika virus","Asian","KY014323","10783","-N/A-",2016-08-23,"Mosquito","Aedes aegypti","United States of America","genomic RNA",10783,0.980272727272727,">90%",2016-08-23,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"North America","USA"
"745","Zika virus/A.aegypti-wt/USA/2016/FL-03-MOS","Zika virus","Asian","KY014322","10779","-N/A-",2016-08-23,"Mosquito","Aedes aegypti","United States of America","genomic RNA",10779,0.979909090909091,">90%",2016-08-23,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"North America","USA"
"746","PR/DB-ZIKV787/2016","Zika virus","Asian","MW122427","10272","-N/A-",2016-08-23,"Human","Homo sapiens","Puerto Rico","genomic RNA",10272,0.933818181818182,">90%",2016-08-23,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"South America","Rest Central America"
"747","PR/DB-ZIKV984/2016","Zika virus","Asian","MW122441","10272","-N/A-",2016-08-23,"Human","Homo sapiens","Puerto Rico","genomic RNA",10272,0.933818181818182,">90%",2016-08-23,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"South America","Rest Central America"
"748","ZIKV/Homo_Sapiens/NIC/6284_CZB220/2016","Zika virus","Asian","OK054480","10743","-N/A-",2016-08-23,"Human","Homo sapiens","Nicaragua","genomic RNA",10743,0.976636363636364,">90%",2016-08-23,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"South America","Rest Central America"
"749","ZIKV/Homo_Sapiens/NIC/6669_CZB223/2016","Zika virus","Asian","OK054371","10673","-N/A-",2016-08-23,"Human","Homo sapiens","Nicaragua","genomic RNA",10673,0.970272727272727,">90%",2016-08-23,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"South America","Rest Central America"
"750","Zika virus/H.sapiens-wt/USA/2016/FLUR014","Zika virus","Asian","KY325482","10722","-N/A-",2016-08-24,"Human","Homo sapiens","United States of America","genomic RNA",10722,0.974727272727273,">90%",2016-08-24,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"North America","USA"
"751","Zika virus/H.sapiens-wt/USA/2016/FLUR015","Zika virus","Asian","KY325483","10688","-N/A-",2016-08-24,"Human","Homo sapiens","United States of America","genomic RNA",10688,0.971636363636364,">90%",2016-08-24,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"North America","USA"
"752","ZIKV/Homo_sapiens/USA//2016/Hu0015SA","Zika virus","Asian","KX832731","10467","-N/A-",2016-08-24,"Human","Homo sapiens","United States of America","genomic RNA",10467,0.951545454545455,">90%",2016-08-24,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"North America","USA"
"753","ZIKV/Homo sapiens/MEX/41-022-F_V3_O/2016","Zika virus","Asian","MH157195","10659","-N/A-",2016-08-24,"Human","Homo sapiens","Mexico","genomic RNA",10659,0.969,">90%",2016-08-24,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"South America","Mexico"
"754","ZIKV/Homo_Sapiens/NIC/9202_CZB217/2016","Zika virus","Asian","OK054450","10758","-N/A-",2016-08-24,"Human","Homo sapiens","Nicaragua","genomic RNA",10758,0.978,">90%",2016-08-24,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"South America","Rest Central America"
"755","ZIKV/Homo_Sapiens/NIC/8397_CZB193/2016","Zika virus","Asian","OK054369","10721","-N/A-",2016-08-24,"Human","Homo sapiens","Nicaragua","genomic RNA",10721,0.974636363636364,">90%",2016-08-24,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"South America","Rest Central America"
"756","Dominican_Rep-Rus-8ZBR-2016","Zika virus","Asian","MF098769","10339","-N/A-",2016-08-25,"Human","Homo sapiens","Russia","genomic RNA",10339,0.939909090909091,">90%",2016-08-25,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"Europe","Russia+"
"757","Dominican_Rep-Rus-7EGR-2016","Zika virus","Asian","MF098768","10339","-N/A-",2016-08-25,"Human","Homo sapiens","Russia","genomic RNA",10339,0.939909090909091,">90%",2016-08-25,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"Europe","Russia+"
"758","Dominican Republic/2016/ZB","Zika virus","Asian","MF664436","10502","-N/A-",2016-08-25,"Human","Homo sapiens; female","Russia","genomic RNA",10502,0.954727272727273,">90%",2016-08-25,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"Europe","Russia+"
"759","ZIKV/Homo sapiens/MEX/41-023-F_V3_O/2016","Zika virus","Asian","MH157210","10661","-N/A-",2016-08-25,"Human","Homo sapiens","Mexico","genomic RNA",10661,0.969181818181818,">90%",2016-08-25,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"South America","Mexico"
"760","ZIKV/Homo_Sapiens/NIC/7119_CZB121/2016","Zika virus","Asian","OK054447","10758","-N/A-",2016-08-25,"Human","Homo sapiens","Nicaragua","genomic RNA",10758,0.978,">90%",2016-08-25,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"South America","Rest Central America"
"761","ZIKV/Homo_Sapiens/NIC/7311_CZB192/2016","Zika virus","Asian","OK054412","10727","-N/A-",2016-08-25,"Human","Homo sapiens","Nicaragua","genomic RNA",10727,0.975181818181818,">90%",2016-08-25,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"South America","Rest Central America"
"762","FHT1166/HON/2016","Zika virus","Asian","KY693676","10699","-N/A-",2016-08-26,"Human","Homo sapiens","Honduras","genomic RNA",10699,0.972636363636364,">90%",2016-08-26,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"South America","Rest Central America"
"763","FHT1175/HON/2016","Zika virus","Asian","KY693677","10694","-N/A-",2016-08-26,"Human","Homo sapiens","Honduras","genomic RNA",10694,0.972181818181818,">90%",2016-08-26,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"South America","Rest Central America"
"764","ZIKV-SG-028","Zika virus","Asian","KY241698","10740","-N/A-",2016-08-26,"Human","Homo sapiens","Singapore","genomic RNA",10740,0.976363636363636,">90%",2016-08-26,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"Asia","Southeastern Asia"
"765","ZIKV-SG-055","Zika virus","Asian","KY241725","10770","-N/A-",2016-08-26,"Human","Homo sapiens","Singapore","genomic RNA",10770,0.979090909090909,">90%",2016-08-26,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"Asia","Southeastern Asia"
"766","ZIKV-SG-083","Zika virus","Asian","KY241753","10763","-N/A-",2016-08-26,"Human","Homo sapiens","Singapore","genomic RNA",10763,0.978454545454545,">90%",2016-08-26,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"Asia","Southeastern Asia"
"767","ZIKV-SG-073","Zika virus","Asian","KY241743","10763","-N/A-",2016-08-26,"Human","Homo sapiens","Singapore","genomic RNA",10763,0.978454545454545,">90%",2016-08-26,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"Asia","Southeastern Asia"
"768","ZIKV/Homo sapiens/NIC/5256_13A1/2016","Zika virus","Asian","MF434518","10675","-N/A-",2016-08-26,"Human","Homo sapiens","Nicaragua","genomic RNA",10675,0.970454545454545,">90%",2016-08-26,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"South America","Rest Central America"
"769","PR/DB-ZIKV104/2016","Zika virus","Asian","MW122380","10272","-N/A-",2016-08-26,"Human","Homo sapiens","Puerto Rico","genomic RNA",10272,0.933818181818182,">90%",2016-08-26,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"South America","Rest Central America"
"770","PR/DB-ZIKV986/2016","Zika virus","Asian","MW122442","10272","-N/A-",2016-08-26,"Human","Homo sapiens","Puerto Rico","genomic RNA",10272,0.933818181818182,">90%",2016-08-26,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"South America","Rest Central America"
"771","ZIKV/Homo_Sapiens/NIC/6219_CZB140/2016","Zika virus","Asian","OK054471","10774","-N/A-",2016-08-26,"Human","Homo sapiens","Nicaragua","genomic RNA",10774,0.979454545454545,">90%",2016-08-26,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"South America","Rest Central America"
"772","ZIKV/Homo_Sapiens/NIC/5834_CZB128/2016","Zika virus","Asian","OK054432","10782","-N/A-",2016-08-26,"Human","Homo sapiens","Nicaragua","genomic RNA",10782,0.980181818181818,">90%",2016-08-26,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"South America","Rest Central America"
"773","ZKA-16-097","Zika virus","Asian","KX813683","10484","-N/A-",2016-08-27,"Human","Homo sapiens","Singapore","genomic RNA",10484,0.953090909090909,">90%",2016-08-27,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"Asia","Southeastern Asia"
"774","ZIKV-SG-027","Zika virus","Asian","KY241697","10734","-N/A-",2016-08-27,"Human","Homo sapiens","Singapore","genomic RNA",10734,0.975818181818182,">90%",2016-08-27,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"Asia","Southeastern Asia"
"775","ZIKV-SG-030","Zika virus","Asian","KY241700","10738","-N/A-",2016-08-27,"Human","Homo sapiens","Singapore","genomic RNA",10738,0.976181818181818,">90%",2016-08-27,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"Asia","Southeastern Asia"
"776","ZIKV-SG-031","Zika virus","Asian","KY241701","10763","-N/A-",2016-08-27,"Human","Homo sapiens","Singapore","genomic RNA",10763,0.978454545454545,">90%",2016-08-27,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"Asia","Southeastern Asia"
"777","ZIKV-SG-032","Zika virus","Asian","KY241702","10770","-N/A-",2016-08-27,"Human","Homo sapiens","Singapore","genomic RNA",10770,0.979090909090909,">90%",2016-08-27,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"Asia","Southeastern Asia"
"778","ZIKV-SG-034","Zika virus","Asian","KY241704","10706","-N/A-",2016-08-27,"Human","Homo sapiens","Singapore","genomic RNA",10706,0.973272727272727,">90%",2016-08-27,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"Asia","Southeastern Asia"
"779","ZIKV-SG-040","Zika virus","Asian","KY241710","10770","-N/A-",2016-08-27,"Human","Homo sapiens","Singapore","genomic RNA",10770,0.979090909090909,">90%",2016-08-27,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"Asia","Southeastern Asia"
"780","ZIKV-SG-053","Zika virus","Asian","KY241723","10770","-N/A-",2016-08-27,"Human","Homo sapiens","Singapore","genomic RNA",10770,0.979090909090909,">90%",2016-08-27,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"Asia","Southeastern Asia"
"781","ZIKV-SG-060","Zika virus","Asian","KY241730","10770","-N/A-",2016-08-27,"Human","Homo sapiens","Singapore","genomic RNA",10770,0.979090909090909,">90%",2016-08-27,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"Asia","Southeastern Asia"
"782","ZIKV-SG-062","Zika virus","Asian","KY241732","10770","-N/A-",2016-08-27,"Human","Homo sapiens","Singapore","genomic RNA",10770,0.979090909090909,">90%",2016-08-27,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"Asia","Southeastern Asia"
"783","ZIKV-SG-065","Zika virus","Asian","KY241735","10770","-N/A-",2016-08-27,"Human","Homo sapiens","Singapore","genomic RNA",10770,0.979090909090909,">90%",2016-08-27,2016-08-21,2016-08-21,2016-08-07,2016-01-01,"Asia","Southeastern Asia"
"784","ZKA-16-291","Zika virus","Asian","KX827309","10526","-N/A-",2016-08-28,"Human","Homo sapiens","Singapore","genomic RNA",10526,0.956909090909091,">90%",2016-08-28,2016-08-28,2016-08-21,2016-08-07,2016-01-01,"Asia","Southeastern Asia"
"785","ZIKV-SG-036","Zika virus","Asian","KY241706","10770","-N/A-",2016-08-28,"Human","Homo sapiens","Singapore","genomic RNA",10770,0.979090909090909,">90%",2016-08-28,2016-08-28,2016-08-21,2016-08-07,2016-01-01,"Asia","Southeastern Asia"
"786","ZIKV-SG-037","Zika virus","Asian","KY241707","10744","-N/A-",2016-08-28,"Human","Homo sapiens","Singapore","genomic RNA",10744,0.976727272727273,">90%",2016-08-28,2016-08-28,2016-08-21,2016-08-07,2016-01-01,"Asia","Southeastern Asia"
"787","ZIKV-SG-038","Zika virus","Asian","KY241708","10755","-N/A-",2016-08-28,"Human","Homo sapiens","Singapore","genomic RNA",10755,0.977727272727273,">90%",2016-08-28,2016-08-28,2016-08-21,2016-08-07,2016-01-01,"Asia","Southeastern Asia"
